Semana,Campus,Ncampus,Edificio,Sitio,Estado,Nestado,Copias/L
73,León,21,14, Nueva Prepa tec,GUANAJUATO,11,0
73,León,21,9,Edificio profesional,GUANAJUATO,11,0
73,León,21,18,Aulas 2,GUANAJUATO,11,0
73,León,21,16,Aulas 4,GUANAJUATO,11,0
74,León,21,9,Edificio profesional,GUANAJUATO,11,0
74,León,21,16,Aulas 4,GUANAJUATO,11,0
74,León,21,12,Arena borregos,GUANAJUATO,11,0
74,León,21,17,Aulas 3,GUANAJUATO,11,0
74,León,21,18,Aulas 2,GUANAJUATO,11,0
74,León,21,0,Unidentified,GUANAJUATO,11,0
74,León,21,15,Planta física,GUANAJUATO,11,0
74,León,21,3,PT 100,GUANAJUATO,11,0
74,León,21,13,Complejo deportivo,GUANAJUATO,11,0
74,León,21,10,Habitat EAAD,GUANAJUATO,11,0
74,León,21,14, Nueva Prepa tec,GUANAJUATO,11,0
74,León,21,8,Edificio Administrativo,GUANAJUATO,11,0
75,León,21,12,Arena borregos,GUANAJUATO,11,0
75,León,21,3,PT 100,GUANAJUATO,11,0
75,León,21,8,Edificio Administrativo,GUANAJUATO,11,0
75,León,21,10,Habitat EAAD,GUANAJUATO,11,0
75,León,21,1,Colector PTAR,GUANAJUATO,11,0
75,León,21,13,Complejo deportivo,GUANAJUATO,11,0
75,León,21,18,Aulas 2,GUANAJUATO,11,0
75,León,21,9,Edificio profesional,GUANAJUATO,11,0
75,León,21,17,Aulas 3,GUANAJUATO,11,0
75,León,21,15,Planta física,GUANAJUATO,11,0
75,León,21,16,Aulas 4,GUANAJUATO,11,0
75,León,21,14, Nueva Prepa tec,GUANAJUATO,11,0
76,León,21,17,Aulas 3,GUANAJUATO,11,0
76,León,21,16,Aulas 4,GUANAJUATO,11,0
76,León,21,12,Arena borregos,GUANAJUATO,11,0
76,León,21,15,Planta física,GUANAJUATO,11,0
76,León,21,0,Unidentified,GUANAJUATO,11,0
76,León,21,14, Nueva Prepa tec,GUANAJUATO,11,0
76,León,21,10,Habitat EAAD,GUANAJUATO,11,0
76,León,21,3,PT 100,GUANAJUATO,11,0
76,León,21,13,Complejo deportivo,GUANAJUATO,11,0
76,León,21,8,Edificio Administrativo,GUANAJUATO,11,0
76,León,21,9,Edificio profesional,GUANAJUATO,11,0
76,León,21,18,Aulas 2,GUANAJUATO,11,0
77,León,21,13,Complejo deportivo,GUANAJUATO,11,7230
77,León,21,0,Unidentified,GUANAJUATO,11,7230
77,León,21,12,Arena borregos,GUANAJUATO,11,7230
77,León,21,3,PT 100,GUANAJUATO,11,7230
77,León,21,15,Planta física,GUANAJUATO,11,7230
77,León,21,17,Aulas 3,GUANAJUATO,11,7230
77,León,21,8,Edificio Administrativo,GUANAJUATO,11,7230
77,León,21,9,Edificio profesional,GUANAJUATO,11,7230
77,León,21,10,Habitat EAAD,GUANAJUATO,11,7230
77,León,21,18,Aulas 2,GUANAJUATO,11,7230
77,León,21,16,Aulas 4,GUANAJUATO,11,7230
77,León,21,14, Nueva Prepa tec,GUANAJUATO,11,7230
78,León,21,14, Nueva Prepa tec,GUANAJUATO,11,0
78,León,21,16,Aulas 4,GUANAJUATO,11,0
78,León,21,17,Aulas 3,GUANAJUATO,11,0
78,León,21,1,Colector PTAR,GUANAJUATO,11,0
78,León,21,13,Complejo deportivo,GUANAJUATO,11,0
78,León,21,15,Planta física,GUANAJUATO,11,0
78,León,21,3,PT 100,GUANAJUATO,11,0
78,León,21,10,Habitat EAAD,GUANAJUATO,11,0
78,León,21,18,Aulas 2,GUANAJUATO,11,0
78,León,21,12,Arena borregos,GUANAJUATO,11,0
78,León,21,8,Edificio Administrativo,GUANAJUATO,11,0
78,León,21,9,Edificio profesional,GUANAJUATO,11,0
8,Hidalgo,16,7,carcamo ppal.,HIDALGO,13,6857
9,Hidalgo,16,7,carcamo ppal.,HIDALGO,13,0
10,Hidalgo,16,7,carcamo ppal.,HIDALGO,13,7238
11,Hidalgo,16,7,carcamo ppal.,HIDALGO,13,0
12,Hidalgo,16,7,carcamo ppal.,HIDALGO,13,0
13,Hidalgo,16,7,carcamo ppal.,HIDALGO,13,0
14,Hidalgo,16,7,carcamo ppal.,HIDALGO,13,0
15,Hidalgo,16,7,carcamo ppal.,HIDALGO,13,0
17,Hidalgo,16,7,carcamo ppal.,HIDALGO,13,0
18,Hidalgo,16,7,carcamo ppal.,HIDALGO,13,0
19,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,0
20,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,0
21,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,0
22,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,1988
23,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,0
24,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,0
25,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,0
26,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,0
27,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,0
28,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,0
29,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,2023
30,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,1021
31,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,1082
32,Hidalgo,16,7,carcamo ppal.,HIDALGO,13,0
33,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,0
34,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,0
35,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,3112
36,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,0
37,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,0
38,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,0
39,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,9444
40,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,29859
41,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,0
42,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,0
43,Hidalgo,16,10,Aulas 3,HIDALGO,13,0
43,Hidalgo,16,4,carcamo 2 (A1),HIDALGO,13,0
43,Hidalgo,16,11,CIT,HIDALGO,13,0
43,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,0
44,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,0
44,Hidalgo,16,11,CIT,HIDALGO,13,24373
44,Hidalgo,16,4,carcamo 2 (A1),HIDALGO,13,10431
44,Hidalgo,16,10,Aulas 3,HIDALGO,13,0
45,Hidalgo,16,4,carcamo 2 (A1),HIDALGO,13,7564
45,Hidalgo,16,10,Aulas 3,HIDALGO,13,0
45,Hidalgo,16,11,CIT,HIDALGO,13,0
45,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,23640
46,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,0
46,Hidalgo,16,11,CIT,HIDALGO,13,0
46,Hidalgo,16,10,Aulas 3,HIDALGO,13,0
46,Hidalgo,16,4,carcamo 2 (A1),HIDALGO,13,0
47,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,0
47,Hidalgo,16,11,CIT,HIDALGO,13,0
47,Hidalgo,16,4,carcamo 2 (A1),HIDALGO,13,0
47,Hidalgo,16,10,Aulas 3,HIDALGO,13,0
48,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,0
48,Hidalgo,16,10,Aulas 3,HIDALGO,13,0
48,Hidalgo,16,4,carcamo 2 (A1),HIDALGO,13,0
48,Hidalgo,16,11,CIT,HIDALGO,13,0
49,Hidalgo,16,10,Aulas 3,HIDALGO,13,0
49,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,18047
49,Hidalgo,16,11,CIT,HIDALGO,13,0
49,Hidalgo,16,4,carcamo 2 (A1),HIDALGO,13,0
50,Hidalgo,16,4,carcamo 2 (A1),HIDALGO,13,0
50,Hidalgo,16,7,carcamo ppal.,HIDALGO,13,0
50,Hidalgo,16,10,Aulas 3,HIDALGO,13,0
50,Hidalgo,16,11,CIT,HIDALGO,13,0
55,Hidalgo,16,11,CIT,HIDALGO,13,0
55,Hidalgo,16,4,carcamo 2 (A1),HIDALGO,13,0
55,Hidalgo,16,10,Aulas 3,HIDALGO,13,0
55,Hidalgo,16,7,carcamo ppal.,HIDALGO,13,0
56,Hidalgo,16,4,carcamo 2 (A1),HIDALGO,13,23983
56,Hidalgo,16,7,carcamo ppal.,HIDALGO,13,1890849
56,Hidalgo,16,10,Aulas 3,HIDALGO,13,0
56,Hidalgo,16,11,CIT,HIDALGO,13,0
63,Hidalgo,16,4,carcamo 2 (A1),HIDALGO,13,0
63,Hidalgo,16,10,Aulas 3,HIDALGO,13,20559
63,Hidalgo,16,11,CIT,HIDALGO,13,9266
63,Hidalgo,16,7,carcamo ppal.,HIDALGO,13,0
64,Hidalgo,16,11,CIT,HIDALGO,13,14829
64,Hidalgo,16,10,Aulas 3,HIDALGO,13,0
64,Hidalgo,16,7,carcamo ppal.,HIDALGO,13,72236
64,Hidalgo,16,0,Unidentified,HIDALGO,13,13907
65,Hidalgo,16,4,carcamo 2 (A1),HIDALGO,13,0
65,Hidalgo,16,11,CIT,HIDALGO,13,0
65,Hidalgo,16,10,Aulas 3,HIDALGO,13,0
65,Hidalgo,16,7,carcamo ppal.,HIDALGO,13,0
66,Hidalgo,16,11,CIT,HIDALGO,13,12420
66,Hidalgo,16,7,carcamo ppal.,HIDALGO,13,12420
66,Hidalgo,16,10,Aulas 3,HIDALGO,13,12420
66,Hidalgo,16,0,Unidentified,HIDALGO,13,12420
67,Hidalgo,16,4,carcamo 2 (A1),HIDALGO,13,0
67,Hidalgo,16,11,CIT,HIDALGO,13,0
67,Hidalgo,16,0,Unidentified,HIDALGO,13,0
67,Hidalgo,16,10,Aulas 3,HIDALGO,13,0
69,Hidalgo,16,4,carcamo 2 (A1),HIDALGO,13,9180
69,Hidalgo,16,7,carcamo ppal.,HIDALGO,13,9180
69,Hidalgo,16,11,CIT,HIDALGO,13,9180
69,Hidalgo,16,10,Aulas 3,HIDALGO,13,9180
70,Hidalgo,16,7,carcamo ppal.,HIDALGO,13,0
70,Hidalgo,16,4,carcamo 2 (A1),HIDALGO,13,0
70,Hidalgo,16,10,Aulas 3,HIDALGO,13,0
70,Hidalgo,16,11,CIT,HIDALGO,13,0
71,Hidalgo,16,10,Aulas 3,HIDALGO,13,9073
71,Hidalgo,16,11,CIT,HIDALGO,13,9073
71,Hidalgo,16,4,carcamo 2 (A1),HIDALGO,13,9073
71,Hidalgo,16,7,carcamo ppal.,HIDALGO,13,9073
72,Hidalgo,16,7,carcamo ppal.,HIDALGO,13,0
72,Hidalgo,16,11,CIT,HIDALGO,13,0
72,Hidalgo,16,0,Unidentified,HIDALGO,13,0
72,Hidalgo,16,10,Aulas 3,HIDALGO,13,0
73,Hidalgo,16,11,CIT,HIDALGO,13,46466
73,Hidalgo,16,4,carcamo 2 (A1),HIDALGO,13,46466
73,Hidalgo,16,7,carcamo ppal.,HIDALGO,13,46466
73,Hidalgo,16,10,Aulas 3,HIDALGO,13,46466
74,Hidalgo,16,10,Aulas 3,HIDALGO,13,7753
74,Hidalgo,16,4,carcamo 2 (A1),HIDALGO,13,7753
74,Hidalgo,16,11,CIT,HIDALGO,13,7753
74,Hidalgo,16,7,carcamo ppal.,HIDALGO,13,7753
75,Hidalgo,16,10,Aulas 3,HIDALGO,13,16624
75,Hidalgo,16,4,carcamo 2 (A1),HIDALGO,13,16624
75,Hidalgo,16,7,carcamo ppal.,HIDALGO,13,16624
75,Hidalgo,16,11,CIT,HIDALGO,13,16624
76,Hidalgo,16,11,CIT,HIDALGO,13,56979
76,Hidalgo,16,7,carcamo ppal.,HIDALGO,13,56979
76,Hidalgo,16,10,Aulas 3,HIDALGO,13,56979
76,Hidalgo,16,4,carcamo 2 (A1),HIDALGO,13,56979
77,Hidalgo,16,11,CIT,HIDALGO,13,26743
77,Hidalgo,16,7,carcamo ppal.,HIDALGO,13,26743
77,Hidalgo,16,10,Aulas 3,HIDALGO,13,26743
77,Hidalgo,16,4,carcamo 2 (A1),HIDALGO,13,26743
78,Hidalgo,16,3,carcamo 1 (CE),HIDALGO,13,0
78,Hidalgo,16,0,Unidentified,HIDALGO,13,0
78,Hidalgo,16,11,CIT,HIDALGO,13,0
78,Hidalgo,16,10,Aulas 3,HIDALGO,13,0
7,Guadalajara,15,38,CÁRCAMO PTAR VIEJA A PTAR NUEVA,JALISCO,14,93741
8,Guadalajara,15,20,AULAS II,JALISCO,14,241905
8,Guadalajara,15,22,CEI,JALISCO,14,0
8,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0
8,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,114286
9,Guadalajara,15,22,CEI,JALISCO,14,45333
9,Guadalajara,15,20,AULAS II,JALISCO,14,4762
9,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,6476
9,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0
10,Guadalajara,15,1,Interceptor PTAR,JALISCO,14,0
10,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,0
10,Guadalajara,15,20,AULAS II,JALISCO,14,0
11,Guadalajara,15,10,MEDICINA,JALISCO,14,0
11,Guadalajara,15,22,CEI,JALISCO,14,0
11,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0
11,Guadalajara,15,20,AULAS II,JALISCO,14,0
11,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,0
12,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,0
12,Guadalajara,15,20,AULAS II,JALISCO,14,0
12,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0
12,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0
12,Guadalajara,15,22,CEI,JALISCO,14,0
12,Guadalajara,15,10,MEDICINA,JALISCO,14,0
12,Guadalajara,15,11,PABELLON,JALISCO,14,0
13,Guadalajara,15,10,MEDICINA,JALISCO,14,0
13,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,0
13,Guadalajara,15,20,AULAS II,JALISCO,14,0
13,Guadalajara,15,22,CEI,JALISCO,14,0
13,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0
13,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0
15,Guadalajara,15,1,Interceptor PTAR,JALISCO,14,6886
16,Guadalajara,15,10,MEDICINA,JALISCO,14,0
16,Guadalajara,15,11,PABELLON,JALISCO,14,0
16,Guadalajara,15,20,AULAS II,JALISCO,14,0
16,Guadalajara,15,22,CEI,JALISCO,14,0
16,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0
16,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0
16,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,0
17,Guadalajara,15,10,MEDICINA,JALISCO,14,0
17,Guadalajara,15,11,PABELLON,JALISCO,14,0
17,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0
17,Guadalajara,15,20,AULAS II,JALISCO,14,0
17,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,0
17,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0
17,Guadalajara,15,22,CEI,JALISCO,14,0
18,Guadalajara,15,20,AULAS II,JALISCO,14,0
18,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0
18,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0
18,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,0
18,Guadalajara,15,10,MEDICINA,JALISCO,14,0
18,Guadalajara,15,11,PABELLON,JALISCO,14,0
18,Guadalajara,15,22,CEI,JALISCO,14,0
19,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0
19,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,0
19,Guadalajara,15,10,MEDICINA,JALISCO,14,0
19,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0
19,Guadalajara,15,20,AULAS II,JALISCO,14,0
19,Guadalajara,15,22,CEI,JALISCO,14,5303
20,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0
20,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0
20,Guadalajara,15,10,MEDICINA,JALISCO,14,0
20,Guadalajara,15,22,CEI,JALISCO,14,0
20,Guadalajara,15,20,AULAS II,JALISCO,14,0
20,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,0
21,Guadalajara,15,20,AULAS II,JALISCO,14,0
21,Guadalajara,15,10,MEDICINA,JALISCO,14,0
21,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0
21,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,0
21,Guadalajara,15,10,MEDICINA,JALISCO,14,987
21,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,85140
22,Guadalajara,15,20,AULAS II,JALISCO,14,4202
22,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0
22,Guadalajara,15,22,CEI,JALISCO,14,0
22,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0
22,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,0
22,Guadalajara,15,10,MEDICINA,JALISCO,14,0
23,Guadalajara,15,22,CEI,JALISCO,14,0
23,Guadalajara,15,10,MEDICINA,JALISCO,14,0
23,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0
23,Guadalajara,15,20,AULAS II,JALISCO,14,0
23,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,0
23,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0
24,Guadalajara,15,10,MEDICINA,JALISCO,14,0
24,Guadalajara,15,22,CEI,JALISCO,14,0
24,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0
24,Guadalajara,15,20,AULAS II,JALISCO,14,0
24,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,0
24,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0
25,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,0
25,Guadalajara,15,20,AULAS II,JALISCO,14,0
25,Guadalajara,15,10,MEDICINA,JALISCO,14,0
25,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0
25,Guadalajara,15,22,CEI,JALISCO,14,0
25,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0
26,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0
26,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0
26,Guadalajara,15,20,AULAS II,JALISCO,14,0
26,Guadalajara,15,22,CEI,JALISCO,14,0
26,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,0
26,Guadalajara,15,10,MEDICINA,JALISCO,14,0
27,Guadalajara,15,22,CEI,JALISCO,14,0
27,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,0
27,Guadalajara,15,10,MEDICINA,JALISCO,14,0
27,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0
27,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0
27,Guadalajara,15,20,AULAS II,JALISCO,14,0
28,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,0
28,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0
28,Guadalajara,15,10,MEDICINA,JALISCO,14,0
28,Guadalajara,15,22,CEI,JALISCO,14,0
28,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0
28,Guadalajara,15,20,AULAS II,JALISCO,14,0
29,Guadalajara,15,20,AULAS II,JALISCO,14,0
29,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0
29,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0
29,Guadalajara,15,10,MEDICINA,JALISCO,14,0
29,Guadalajara,15,22,CEI,JALISCO,14,0
29,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,0
30,Guadalajara,15,20,AULAS II,JALISCO,14,0
30,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0
30,Guadalajara,15,10,MEDICINA,JALISCO,14,0
30,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,0
30,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0
31,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,0
31,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0
31,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0
31,Guadalajara,15,34,PLANTA FÍSICA,JALISCO,14,0
31,Guadalajara,15,10,MEDICINA,JALISCO,14,0
31,Guadalajara,15,22,CEI,JALISCO,14,0
31,Guadalajara,15,20,AULAS II,JALISCO,14,0
32,Guadalajara,15,22,CEI,JALISCO,14,0
32,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0
32,Guadalajara,15,34,PLANTA FÍSICA,JALISCO,14,0
32,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0
32,Guadalajara,15,20,AULAS II,JALISCO,14,0
32,Guadalajara,15,10,MEDICINA,JALISCO,14,0
32,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,0
33,Guadalajara,15,10,MEDICINA,JALISCO,14,0
33,Guadalajara,15,11,PABELLON,JALISCO,14,0
33,Guadalajara,15,13,FORTALEZA,JALISCO,14,0
33,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0
33,Guadalajara,15,34,PLANTA FÍSICA,JALISCO,14,0
33,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,0
33,Guadalajara,15,20,AULAS II,JALISCO,14,60914
33,Guadalajara,15,22,CEI,JALISCO,14,4298949
33,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0
34,Guadalajara,15,10,MEDICINA,JALISCO,14,0
34,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,47326
34,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0
34,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0
34,Guadalajara,15,34,PLANTA FÍSICA,JALISCO,14,0
34,Guadalajara,15,22,CEI,JALISCO,14,0
34,Guadalajara,15,20,AULAS II,JALISCO,14,0
35,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0
35,Guadalajara,15,10,MEDICINA,JALISCO,14,0
35,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0
35,Guadalajara,15,22,CEI,JALISCO,14,0
35,Guadalajara,15,34,PLANTA FÍSICA,JALISCO,14,0
35,Guadalajara,15,35,CARD,JALISCO,14,0
35,Guadalajara,15,20,AULAS II,JALISCO,14,0
35,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,0
36,Guadalajara,15,40,RESIDENCIAS,JALISCO,14,0
36,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,333067
36,Guadalajara,15,34,PLANTA FÍSICA,JALISCO,14,0
36,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,1067
36,Guadalajara,15,22,CEI,JALISCO,14,1067
36,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,1067
36,Guadalajara,15,10,MEDICINA,JALISCO,14,0
36,Guadalajara,15,13,FORTALEZA,JALISCO,14,0
36,Guadalajara,15,11,PABELLON,JALISCO,14,0
36,Guadalajara,15,20,AULAS II,JALISCO,14,0
37,Guadalajara,15,20,AULAS II,JALISCO,14,0
37,Guadalajara,15,34,PLANTA FÍSICA,JALISCO,14,0
37,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,0
37,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0
37,Guadalajara,15,10,MEDICINA,JALISCO,14,0
37,Guadalajara,15,22,CEI,JALISCO,14,0
37,Guadalajara,15,40,RESIDENCIAS,JALISCO,14,0
38,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0
38,Guadalajara,15,43,AULAS V,JALISCO,14,0
38,Guadalajara,15,20,AULAS II,JALISCO,14,27180
38,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0
38,Guadalajara,15,40,RESIDENCIAS,JALISCO,14,0
38,Guadalajara,15,41,AULAS VI,JALISCO,14,0
38,Guadalajara,15,0,Unidentified,JALISCO,14,0
38,Guadalajara,15,0,Unidentified,JALISCO,14,0
38,Guadalajara,15,34,PLANTA FÍSICA,JALISCO,14,0
38,Guadalajara,15,5,Colector 4 (wellness center),JALISCO,14,7144
38,Guadalajara,15,22,CEI,JALISCO,14,5126
38,Guadalajara,15,0,Unidentified,JALISCO,14,0
38,Guadalajara,15,11,PABELLON,JALISCO,14,0
39,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,0
39,Guadalajara,15,5,Colector 4 (wellness center),JALISCO,14,0
39,Guadalajara,15,34,PLANTA FÍSICA,JALISCO,14,0
39,Guadalajara,15,20,AULAS II,JALISCO,14,0
39,Guadalajara,15,44,BIBLIOTECA MUJERES,JALISCO,14,0
39,Guadalajara,15,22,CEI,JALISCO,14,0
39,Guadalajara,15,10,MEDICINA,JALISCO,14,0
39,Guadalajara,15,11,PABELLON,JALISCO,14,0
39,Guadalajara,15,41,AULAS VI,JALISCO,14,0
39,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0
39,Guadalajara,15,45,BIBLIOTECA HOMBRES,JALISCO,14,0
39,Guadalajara,15,1,Interceptor PTAR,JALISCO,14,0
39,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0
39,Guadalajara,15,43,AULAS V,JALISCO,14,0
39,Guadalajara,15,40,RESIDENCIAS,JALISCO,14,0
40,Guadalajara,15,40,RESIDENCIAS,JALISCO,14,18081
40,Guadalajara,15,41,AULAS VI,JALISCO,14,0
40,Guadalajara,15,43,AULAS V,JALISCO,14,9167
40,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,0
40,Guadalajara,15,10,MEDICINA,JALISCO,14,8597
40,Guadalajara,15,22,CEI,JALISCO,14,0
40,Guadalajara,15,34,PLANTA FÍSICA,JALISCO,14,7624
40,Guadalajara,15,45,BIBLIOTECA HOMBRES,JALISCO,14,109483
