Semana,Campus,Ncampus,Edificio,Sitio,Estado,Copias/L
71,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,0
72,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,0
73,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,0
74,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,0
75,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,1929
76,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,0
77,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,0
78,Esmeralda,11,0,Unidentified,DISTRITOFEDERAL,0
8,Santa Fe,31,2,Colector 1,DISTRITOFEDERAL,3048
10,Santa Fe,31,2,Colector 1,DISTRITOFEDERAL,0
12,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,0
13,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,0
14,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,0
15,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,0
17,Santa Fe,31,2,Colector 1,DISTRITOFEDERAL,12571
17,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,0
18,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,0
18,Santa Fe,31,2,Colector 1,DISTRITOFEDERAL,4175
19,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,0
19,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,0
20,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,0
20,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,0
21,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,0
21,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,0
22,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,0
22,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,0
23,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,0
23,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,0
24,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,0
24,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,0
25,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,0
25,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,0
26,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,0
26,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,0
27,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,0
27,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,0
28,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,0
28,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,0
29,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,0
29,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,0
30,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,0
30,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,0
31,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,3745
31,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,0
32,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,0
32,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,162564
33,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,8514
33,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,0
34,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,0
34,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,0
35,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,0
35,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,0
35,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,0
36,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,0
36,Santa Fe,31,8,edificio 5,DISTRITOFEDERAL,0
36,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,0
37,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,0
37,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,0
37,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,0
38,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,0
38,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,0
38,Santa Fe,31,10,Edificio CEDE,DISTRITOFEDERAL,9994
39,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,0
39,Santa Fe,31,10,Edificio CEDE,DISTRITOFEDERAL,0
39,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,6686
40,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,2460
40,Santa Fe,31,10,Edificio CEDE,DISTRITOFEDERAL,6531
40,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,9690
41,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,0
41,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,0
41,Santa Fe,31,10,Edificio CEDE,DISTRITOFEDERAL,0
42,Santa Fe,31,10,Edificio CEDE,DISTRITOFEDERAL,0
42,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,0
42,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,0
43,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,0
43,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,0
43,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,0
44,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,9814
44,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,0
44,Santa Fe,31,8,edificio 5,DISTRITOFEDERAL,0
45,Santa Fe,31,8,edificio 5,DISTRITOFEDERAL,0
45,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,0
45,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,0
46,Santa Fe,31,8,edificio 5,DISTRITOFEDERAL,0
46,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,0
46,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,0
47,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,0
47,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,0
47,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,0
48,Santa Fe,31,0,Unidentified,DISTRITOFEDERAL,0
48,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,0
48,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,0
49,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,0
49,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,0
49,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,0
50,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,0
50,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,0
50,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,0
55,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,6681
55,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,0
55,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,66296
56,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,33454684
56,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,1068017
56,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,1609984
63,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,0
63,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,0
63,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,0
64,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,0
64,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,0
64,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,0
65,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,0
65,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,0
65,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,0
66,Santa Fe,31,0,Unidentified,DISTRITOFEDERAL,0
66,Santa Fe,31,0,Unidentified,DISTRITOFEDERAL,0
66,Santa Fe,31,0,Unidentified,DISTRITOFEDERAL,0
67,Santa Fe,31,0,Unidentified,DISTRITOFEDERAL,1963
67,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,1963
67,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,1963
69,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,0
69,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,0
69,Santa Fe,31,0,Unidentified,DISTRITOFEDERAL,0
70,Santa Fe,31,0,Unidentified,DISTRITOFEDERAL,3711
70,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,3711
70,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,3711
71,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,0
71,Santa Fe,31,0,Unidentified,DISTRITOFEDERAL,0
71,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,0
72,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,0
72,Santa Fe,31,0,Unidentified,DISTRITOFEDERAL,0
72,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,0
73,Santa Fe,31,0,Unidentified,DISTRITOFEDERAL,0
73,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,0
73,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,0
74,Santa Fe,31,0,Unidentified,DISTRITOFEDERAL,0
74,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,0
74,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,0
75,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,0
75,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,0
75,Santa Fe,31,0,Unidentified,DISTRITOFEDERAL,0
76,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,2739
76,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,2739
77,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,12116
77,Santa Fe,31,0,Unidentified,DISTRITOFEDERAL,12116
77,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,12116
78,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,2464
78,Santa Fe,31,0,Unidentified,DISTRITOFEDERAL,2464
78,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,2464
11,Estado de México,12,1,Colector PTAR,MEXICO,0
12,Estado de México,12,1,Colector PTAR,MEXICO,0
14,Estado de México,12,1,Colector PTAR,MEXICO,0
15,Estado de México,12,1,Colector PTAR,MEXICO,0
17,Estado de México,12,8,Edificio 5,MEXICO,0
17,Estado de México,12,11,ESA 2,MEXICO,0
17,Estado de México,12,12,CEDETEC,MEXICO,0
18,Estado de México,12,11,ESA 2,MEXICO,0
18,Estado de México,12,8,Edificio 5,MEXICO,0
18,Estado de México,12,12,CEDETEC,MEXICO,0
19,Estado de México,12,12,CEDETEC,MEXICO,0
19,Estado de México,12,9,Edificio 6,MEXICO,0
19,Estado de México,12,8,Edificio 5,MEXICO,0
20,Estado de México,12,11,ESA 2,MEXICO,0
20,Estado de México,12,12,CEDETEC,MEXICO,0
20,Estado de México,12,25,Punto Azul,MEXICO,0
20,Estado de México,12,8,Edificio 5,MEXICO,0
20,Estado de México,12,9,Edificio 6,MEXICO,0
21,Estado de México,12,8,Edificio 5,MEXICO,0
21,Estado de México,12,11,ESA 2,MEXICO,0
21,Estado de México,12,25,Punto Azul,MEXICO,0
21,Estado de México,12,12,CEDETEC,MEXICO,1859
22,Estado de México,12,11,ESA 2,MEXICO,0
22,Estado de México,12,12,CEDETEC,MEXICO,0
22,Estado de México,12,8,Edificio 5,MEXICO,0
22,Estado de México,12,25,Punto Azul,MEXICO,0
23,Estado de México,12,11,ESA 2,MEXICO,0
23,Estado de México,12,12,CEDETEC,MEXICO,0
23,Estado de México,12,25,Punto Azul,MEXICO,0
23,Estado de México,12,8,Edificio 5,MEXICO,0
24,Estado de México,12,8,Edificio 5,MEXICO,0
24,Estado de México,12,11,ESA 2,MEXICO,0
24,Estado de México,12,25,Punto Azul,MEXICO,0
24,Estado de México,12,12,CEDETEC,MEXICO,0
25,Estado de México,12,8,Edificio 5,MEXICO,0
25,Estado de México,12,11,ESA 2,MEXICO,0
25,Estado de México,12,25,Punto Azul,MEXICO,0
25,Estado de México,12,12,CEDETEC,MEXICO,0
26,Estado de México,12,23,Edificio 8,MEXICO,0
26,Estado de México,12,11,ESA 2,MEXICO,0
26,Estado de México,12,5,Edificio 2,MEXICO,0
26,Estado de México,12,16,Edificio de profesores,MEXICO,0
26,Estado de México,12,8,Edificio 5,MEXICO,0
26,Estado de México,12,14,Biblioteca,MEXICO,0
26,Estado de México,12,25,Punto Azul,MEXICO,0
26,Estado de México,12,12,CEDETEC,MEXICO,0
27,Estado de México,12,25,Punto Azul,MEXICO,0
27,Estado de México,12,11,ESA 2,MEXICO,0
27,Estado de México,12,14,Biblioteca,MEXICO,0
27,Estado de México,12,12,CEDETEC,MEXICO,0
27,Estado de México,12,8,Edificio 5,MEXICO,0
27,Estado de México,12,16,Edificio de profesores,MEXICO,0
27,Estado de México,12,23,Edificio 8,MEXICO,0
27,Estado de México,12,5,Edificio 2,MEXICO,0
28,Estado de México,12,8,Edificio 5,MEXICO,0
28,Estado de México,12,12,CEDETEC,MEXICO,0
28,Estado de México,12,14,Biblioteca,MEXICO,0
28,Estado de México,12,5,Edificio 2,MEXICO,0
29,Estado de México,12,23,Edificio 8,MEXICO,0
29,Estado de México,12,14,Biblioteca,MEXICO,0
29,Estado de México,12,16,Edificio de profesores,MEXICO,0
29,Estado de México,12,12,CEDETEC,MEXICO,0
29,Estado de México,12,5,Edificio 2,MEXICO,0
29,Estado de México,12,0,Unidentified,MEXICO,0
29,Estado de México,12,11,ESA 2,MEXICO,0
29,Estado de México,12,8,Edificio 5,MEXICO,0
30,Estado de México,12,5,Edificio 2,MEXICO,0
30,Estado de México,12,14,Biblioteca,MEXICO,0
30,Estado de México,12,8,Edificio 5,MEXICO,0
30,Estado de México,12,25,Punto Azul,MEXICO,0
30,Estado de México,12,12,CEDETEC,MEXICO,0
30,Estado de México,12,16,Edificio de profesores,MEXICO,0
30,Estado de México,12,23,Edificio 8,MEXICO,0
30,Estado de México,12,11,ESA 2,MEXICO,0
31,Estado de México,12,5,Edificio 2,MEXICO,0
31,Estado de México,12,11,ESA 2,MEXICO,0
31,Estado de México,12,8,Edificio 5,MEXICO,1173
31,Estado de México,12,12,CEDETEC,MEXICO,0
31,Estado de México,12,16,Edificio de profesores,MEXICO,0
31,Estado de México,12,25,Punto Azul,MEXICO,0
31,Estado de México,12,14,Biblioteca,MEXICO,3010
31,Estado de México,12,23,Edificio 8,MEXICO,0
31,Estado de México,12,14,Biblioteca,MEXICO,3010
31,Estado de México,12,8,Edificio 5,MEXICO,1173
32,Estado de México,12,12,CEDETEC,MEXICO,0
32,Estado de México,12,25,Punto Azul,MEXICO,0
32,Estado de México,12,14,Biblioteca,MEXICO,0
32,Estado de México,12,8,Edificio 5,MEXICO,0
32,Estado de México,12,23,Edificio 8,MEXICO,0
32,Estado de México,12,11,ESA 2,MEXICO,0
32,Estado de México,12,5,Edificio 2,MEXICO,0
32,Estado de México,12,16,Edificio de profesores,MEXICO,0
33,Estado de México,12,11,ESA 2,MEXICO,1406
33,Estado de México,12,16,Edificio de profesores,MEXICO,0
33,Estado de México,12,5,Edificio 2,MEXICO,0
33,Estado de México,12,23,Edificio 8,MEXICO,0
33,Estado de México,12,8,Edificio 5,MEXICO,1406
33,Estado de México,12,25,Punto Azul,MEXICO,0
33,Estado de México,12,12,CEDETEC,MEXICO,0
33,Estado de México,12,14,Biblioteca,MEXICO,0
34,Estado de México,12,14,Biblioteca,MEXICO,0
34,Estado de México,12,12,CEDETEC,MEXICO,0
34,Estado de México,12,25,Punto Azul,MEXICO,0
34,Estado de México,12,8,Edificio 5,MEXICO,0
34,Estado de México,12,23,Edificio 8,MEXICO,0
34,Estado de México,12,16,Edificio de profesores,MEXICO,0
34,Estado de México,12,11,ESA 2,MEXICO,0
34,Estado de México,12,5,Edificio 2,MEXICO,0
35,Estado de México,12,5,Edificio 2,MEXICO,0
35,Estado de México,12,23,Edificio 8,MEXICO,0
35,Estado de México,12,11,ESA 2,MEXICO,0
35,Estado de México,12,16,Edificio de profesores,MEXICO,13078
35,Estado de México,12,8,Edificio 5,MEXICO,0
35,Estado de México,12,25,Punto Azul,MEXICO,0
35,Estado de México,12,12,CEDETEC,MEXICO,0
35,Estado de México,12,14,Biblioteca,MEXICO,0
36,Estado de México,12,23,Edificio 8,MEXICO,0
36,Estado de México,12,11,ESA 2,MEXICO,0
36,Estado de México,12,26,Edificio 1,MEXICO,0
36,Estado de México,12,25,Punto Azul,MEXICO,0
36,Estado de México,12,9,Edificio 6,MEXICO,0
36,Estado de México,12,12,CEDETEC,MEXICO,0
36,Estado de México,12,8,Edificio 5,MEXICO,5950
36,Estado de México,12,16,Edificio de profesores,MEXICO,0
37,Estado de México,12,25,Punto Azul,MEXICO,0
37,Estado de México,12,23,Edificio 8,MEXICO,480
37,Estado de México,12,26,Edificio 1,MEXICO,0
37,Estado de México,12,16,Edificio de profesores,MEXICO,0
37,Estado de México,12,9,Edificio 6,MEXICO,3381
37,Estado de México,12,11,ESA 2,MEXICO,0
37,Estado de México,12,8,Edificio 5,MEXICO,0
37,Estado de México,12,12,CEDETEC,MEXICO,0
38,Estado de México,12,23,Edificio 8,MEXICO,0
38,Estado de México,12,26,Edificio 1,MEXICO,0
38,Estado de México,12,16,Edificio de profesores,MEXICO,0
38,Estado de México,12,27,Punto Blanco,MEXICO,0
38,Estado de México,12,9,Edificio 6,MEXICO,0
38,Estado de México,12,12,CEDETEC,MEXICO,0
38,Estado de México,12,8,Edificio 5,MEXICO,0
38,Estado de México,12,11,ESA 2,MEXICO,0
39,Estado de México,12,9,Edificio 6,MEXICO,0
39,Estado de México,12,12,CEDETEC,MEXICO,0
39,Estado de México,12,11,ESA 2,MEXICO,0
39,Estado de México,12,8,Edificio 5,MEXICO,10648
39,Estado de México,12,25,Punto Azul,MEXICO,0
39,Estado de México,12,23,Edificio 8,MEXICO,0
39,Estado de México,12,16,Edificio de profesores,MEXICO,0
39,Estado de México,12,26,Edificio 1,MEXICO,39634
40,Estado de México,12,25,Punto Azul,MEXICO,0
40,Estado de México,12,23,Edificio 8,MEXICO,15403
40,Estado de México,12,26,Edificio 1,MEXICO,7581
40,Estado de México,12,16,Edificio de profesores,MEXICO,42844
40,Estado de México,12,9,Edificio 6,MEXICO,7059
40,Estado de México,12,11,ESA 2,MEXICO,0
40,Estado de México,12,8,Edificio 5,MEXICO,0
40,Estado de México,12,12,CEDETEC,MEXICO,0
41,Estado de México,12,8,Edificio 5,MEXICO,0
41,Estado de México,12,12,CEDETEC,MEXICO,0
41,Estado de México,12,23,Edificio 8,MEXICO,0
41,Estado de México,12,25,Punto Azul,MEXICO,0
41,Estado de México,12,16,Edificio de profesores,MEXICO,0
41,Estado de México,12,26,Edificio 1,MEXICO,0
41,Estado de México,12,11,ESA 2,MEXICO,0
41,Estado de México,12,9,Edificio 6,MEXICO,0
42,Estado de México,12,25,Punto Azul,MEXICO,0
42,Estado de México,12,23,Edificio 8,MEXICO,0
42,Estado de México,12,16,Edificio de profesores,MEXICO,0
42,Estado de México,12,26,Edificio 1,MEXICO,0
42,Estado de México,12,8,Edificio 5,MEXICO,0
42,Estado de México,12,9,Edificio 6,MEXICO,0
42,Estado de México,12,11,ESA 2,MEXICO,0
42,Estado de México,12,12,CEDETEC,MEXICO,0
43,Estado de México,12,23,Edificio 8,MEXICO,0
43,Estado de México,12,16,Edificio de profesores,MEXICO,0
43,Estado de México,12,25,Punto Azul,MEXICO,0
43,Estado de México,12,26,Edificio 1,MEXICO,0
43,Estado de México,12,8,Edificio 5,MEXICO,0
43,Estado de México,12,12,CEDETEC,MEXICO,0
43,Estado de México,12,9,Edificio 6,MEXICO,0
43,Estado de México,12,11,ESA 2,MEXICO,6176
44,Estado de México,12,11,ESA 2,MEXICO,20366
44,Estado de México,12,9,Edificio 6,MEXICO,0
44,Estado de México,12,8,Edificio 5,MEXICO,0
44,Estado de México,12,12,CEDETEC,MEXICO,19350
44,Estado de México,12,25,Punto Azul,MEXICO,0
44,Estado de México,12,26,Edificio 1,MEXICO,65901
44,Estado de México,12,16,Edificio de profesores,MEXICO,7414
44,Estado de México,12,22,Torre de baños,MEXICO,63626
45,Estado de México,12,22,Torre de baños,MEXICO,0
45,Estado de México,12,25,Punto Azul,MEXICO,0
45,Estado de México,12,26,Edificio 1,MEXICO,0
45,Estado de México,12,16,Edificio de profesores,MEXICO,0
45,Estado de México,12,9,Edificio 6,MEXICO,0
45,Estado de México,12,11,ESA 2,MEXICO,0
45,Estado de México,12,12,CEDETEC,MEXICO,8280
45,Estado de México,12,8,Edificio 5,MEXICO,0
45,Estado de México,12,22,Torre de baños,MEXICO,0
45,Estado de México,12,26,Edificio 1,MEXICO,0
46,Estado de México,12,8,Edificio 5,MEXICO,0
46,Estado de México,12,12,CEDETEC,MEXICO,0
46,Estado de México,12,11,ESA 2,MEXICO,0
46,Estado de México,12,9,Edificio 6,MEXICO,0
46,Estado de México,12,16,Edificio de profesores,MEXICO,0
46,Estado de México,12,23,Edificio 8,MEXICO,0
46,Estado de México,12,25,Punto Azul,MEXICO,0
46,Estado de México,12,26,Edificio 1,MEXICO,0
47,Estado de México,12,16,Edificio de profesores,MEXICO,0
47,Estado de México,12,25,Punto Azul,MEXICO,0
47,Estado de México,12,23,Edificio 8,MEXICO,0
47,Estado de México,12,26,Edificio 1,MEXICO,0
47,Estado de México,12,11,ESA 2,MEXICO,0
47,Estado de México,12,12,CEDETEC,MEXICO,0
47,Estado de México,12,8,Edificio 5,MEXICO,0
47,Estado de México,12,9,Edificio 6,MEXICO,0
48,Estado de México,12,11,ESA 2,MEXICO,0
48,Estado de México,12,8,Edificio 5,MEXICO,0
48,Estado de México,12,12,CEDETEC,MEXICO,0
48,Estado de México,12,9,Edificio 6,MEXICO,0
48,Estado de México,12,16,Edificio de profesores,MEXICO,0
48,Estado de México,12,26,Edificio 1,MEXICO,0
48,Estado de México,12,25,Punto Azul,MEXICO,0
48,Estado de México,12,23,Edificio 8,MEXICO,0
49,Estado de México,12,8,Edificio 5,MEXICO,0
49,Estado de México,12,12,CEDETEC,MEXICO,0
49,Estado de México,12,9,Edificio 6,MEXICO,0
49,Estado de México,12,11,ESA 2,MEXICO,0
49,Estado de México,12,23,Edificio 8,MEXICO,0
49,Estado de México,12,16,Edificio de profesores,MEXICO,0
49,Estado de México,12,26,Edificio 1,MEXICO,0
49,Estado de México,12,25,Punto Azul,MEXICO,0
50,Estado de México,12,8,Edificio 5,MEXICO,91376
50,Estado de México,12,9,Edificio 6,MEXICO,8764
50,Estado de México,12,12,CEDETEC,MEXICO,0
50,Estado de México,12,11,ESA 2,MEXICO,0
50,Estado de México,12,16,Edificio de profesores,MEXICO,0
50,Estado de México,12,23,Edificio 8,MEXICO,0
50,Estado de México,12,26,Edificio 1,MEXICO,0
50,Estado de México,12,25,Punto Azul,MEXICO,0
55,Estado de México,12,23,Edificio 8,MEXICO,143091
55,Estado de México,12,25,Punto Azul,MEXICO,44220
55,Estado de México,12,16,Edificio de profesores,MEXICO,0
55,Estado de México,12,26,Edificio 1,MEXICO,0
55,Estado de México,12,12,CEDETEC,MEXICO,0
55,Estado de México,12,11,ESA 2,MEXICO,4076
55,Estado de México,12,9,Edificio 6,MEXICO,0
55,Estado de México,12,8,Edificio 5,MEXICO,9531
56,Estado de México,12,16,Edificio de profesores,MEXICO,0
56,Estado de México,12,0,Unidentified,MEXICO,684459
56,Estado de México,12,23,Edificio 8,MEXICO,1548501
56,Estado de México,12,25,Punto Azul,MEXICO,0
56,Estado de México,12,11,ESA 2,MEXICO,0
56,Estado de México,12,0,Unidentified,MEXICO,0
56,Estado de México,12,4,Cafeteria,MEXICO,0
56,Estado de México,12,9,Edificio 6,MEXICO,1941613
63,Estado de México,12,11,ESA 2,MEXICO,0
63,Estado de México,12,6,Edificio 3,MEXICO,0
63,Estado de México,12,23,Edificio 8,MEXICO,0
63,Estado de México,12,7,Edificio 4,MEXICO,0
63,Estado de México,12,8,Edificio 5,MEXICO,0
63,Estado de México,12,9,Edificio 6,MEXICO,0
63,Estado de México,12,0,Unidentified,MEXICO,0
63,Estado de México,12,12,CEDETEC,MEXICO,0
64,Estado de México,12,6,Edificio 3,MEXICO,0
64,Estado de México,12,23,Edificio 8,MEXICO,0
64,Estado de México,12,7,Edificio 4,MEXICO,0
64,Estado de México,12,12,CEDETEC,MEXICO,0
64,Estado de México,12,10,Edificio 9,MEXICO,0
64,Estado de México,12,11,ESA 2,MEXICO,0
64,Estado de México,12,8,Edificio 5,MEXICO,0
64,Estado de México,12,9,Edificio 6,MEXICO,0
65,Estado de México,12,8,Edificio 5,MEXICO,0
65,Estado de México,12,23,Edificio 8,MEXICO,0
65,Estado de México,12,0,Unidentified,MEXICO,0
65,Estado de México,12,12,CEDETEC,MEXICO,0
65,Estado de México,12,9,Edificio 6,MEXICO,0
65,Estado de México,12,6,Edificio 3,MEXICO,0
65,Estado de México,12,10,Edificio 9,MEXICO,0
65,Estado de México,12,7,Edificio 4,MEXICO,0
66,Estado de México,12,8,Edificio 5,MEXICO,0
66,Estado de México,12,23,Edificio 8,MEXICO,0
66,Estado de México,12,12,CEDETEC,MEXICO,0
66,Estado de México,12,7,Edificio 4,MEXICO,0
66,Estado de México,12,0,Unidentified,MEXICO,0
66,Estado de México,12,10,Edificio 9,MEXICO,0
66,Estado de México,12,6,Edificio 3,MEXICO,0
66,Estado de México,12,9,Edificio 6,MEXICO,0
67,Estado de México,12,9,Edificio 6,MEXICO,0
67,Estado de México,12,12,CEDETEC,MEXICO,0
67,Estado de México,12,8,Edificio 5,MEXICO,0
67,Estado de México,12,23,Edificio 8,MEXICO,0
67,Estado de México,12,10,Edificio 9,MEXICO,0
67,Estado de México,12,6,Edificio 3,MEXICO,0
67,Estado de México,12,7,Edificio 4,MEXICO,0
67,Estado de México,12,0,Unidentified,MEXICO,0
69,Estado de México,12,7,Edificio 4,MEXICO,0
69,Estado de México,12,23,Edificio 8,MEXICO,0
69,Estado de México,12,0,Unidentified,MEXICO,0
69,Estado de México,12,6,Edificio 3,MEXICO,0
69,Estado de México,12,9,Edificio 6,MEXICO,0
69,Estado de México,12,8,Edificio 5,MEXICO,0
69,Estado de México,12,12,CEDETEC,MEXICO,0
69,Estado de México,12,10,Edificio 9,MEXICO,0
70,Estado de México,12,10,Edificio 9,MEXICO,0
70,Estado de México,12,11,ESA 2,MEXICO,0
70,Estado de México,12,7,Edificio 4,MEXICO,0
70,Estado de México,12,8,Edificio 5,MEXICO,0
70,Estado de México,12,6,Edificio 3,MEXICO,0
70,Estado de México,12,9,Edificio 6,MEXICO,0
70,Estado de México,12,23,Edificio 8,MEXICO,0
70,Estado de México,12,12,CEDETEC,MEXICO,0
71,Estado de México,12,10,Edificio 9,MEXICO,0
71,Estado de México,12,6,Edificio 3,MEXICO,0
71,Estado de México,12,25,Punto Azul,MEXICO,0
71,Estado de México,12,12,CEDETEC,MEXICO,0
71,Estado de México,12,8,Edificio 5,MEXICO,0
71,Estado de México,12,7,Edificio 4,MEXICO,0
71,Estado de México,12,9,Edificio 6,MEXICO,0
71,Estado de México,12,23,Edificio 8,MEXICO,0
72,Estado de México,12,23,Edificio 8,MEXICO,0
72,Estado de México,12,11,ESA 2,MEXICO,0
72,Estado de México,12,12,CEDETEC,MEXICO,0
72,Estado de México,12,6,Edificio 3,MEXICO,0
72,Estado de México,12,9,Edificio 6,MEXICO,0
72,Estado de México,12,10,Edificio 9,MEXICO,0
72,Estado de México,12,8,Edificio 5,MEXICO,0
72,Estado de México,12,7,Edificio 4,MEXICO,0
73,Estado de México,12,11,ESA 2,MEXICO,0
